,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,tcs37,tcs38,tcs39,tcs40,tcs41,tcs42,tc43,tc44,tc45,tc46,tc47,tc48,tc49,tc50,tc51,tc52,tc53,dv54,ae55,ae56,ae57,ae58,ae59,ae60,ae61,ae62,ae63,ae64,ae65,ae66,ae67,ae68,d69,d70
1860,0.0,6794258.06,100.0,0.0,5.0,33084267.45,0.0,0.0,0.0,24.0,803.0,6.0,415224.89,0.0,0.0,1188.0,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,16292.585,15094391.059999999,0.0,613.0,-0.642603537839324,0.0,100.0,0.0,0.0,0.0,907,31.0,153.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
79,0.0,0.0,100.0,0.0,3.0,4167335.0199999996,1227787.79,0.0,0.0,28.0,597.0,6.0,0.0,0.0,0.0,3721.0,3721.0,0.0,0.0,0.0,0.0,0.0,0.0,74915.0,5832677.2700000005,3.0,77.0,-1.0172305452717474,0.0,100.0,0.0,0.0,0.0,717,30.0,62.0,30.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2287,0.0,2962.64,100.0,0.0,5.0,14170235.97,743943.75,0.0,7120000.0,15.0,630.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2364083.4669999997,427678.08,10.0,71.0,4.610806012595275,0.0,0.0,0.0,0.0,0.0,265,30.0,31.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,0.0,126666.96,100.0,0.0,0.0,575158.8200000001,0.0,0.0,0.0,28.0,626.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5342620.153000001,367.0,8.0,200.0,4.027036628750438,0.0,0.0,0.0,0.0,0.0,217,31.0,-3.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,0.0,1254768.88,100.0,0.0,7.0,9572089.46,1544800.43,0.0,0.0,15.0,614.0,6.0,6098465.350000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81877.4,89.0,0.0,259.0,-0.7433814682988942,0.0,0.0,0.0,0.0,0.0,150,29.0,92.0,29.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,0.0,10485291.54,100.0,0.0,4.0,28581294.47,423747.53,0.0,4500000.0,11.0,622.0,6.0,2745701.2800000003,0.0,0.0,0.0,0.0,0.0,0.0,604199.98,0.0,0.0,0.0,25243323.082000002,2616487.9699999997,6.0,18.0,-1.9375680258790022,0.0,0.0,0.0,0.0,0.0,689,31.0,123.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,0.0,2168476.2,100.0,0.0,0.0,15705648.92,0.0,0.0,3071719.0,23.0,730.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,111137.18,6137.18,0.0,1.0,97518.13399999999,14168940.06,1.0,268.0,-1.1241724983988453,0.0,0.0,1.0,0.0,100.0,535,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,0.0,1263723.9,100.0,0.0,0.0,11969286.78,3036524.79,0.0,6750000.0,14.0,581.0,6.0,0.0,0.0,0.0,1205.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.00793388429752051,100.0,0.0,0.0,0.0,0.0,269,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
254,0.0,9557.82,100.0,0.0,0.0,76240000.0,0.0,0.0,0.0,9.0,638.0,6.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,835096.3,11277782.868,3.0,565.0,-0.5462760914659168,0.0,100.0,0.0,0.0,0.0,130,30.0,1.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2852,0.0,3160345.78,100.0,0.0,3.0,14167977.219999999,0.0,0.0,3071719.0,23.0,609.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,111137.18,6137.18,0.0,1.0,100384.98300000001,13978311.619999997,7.0,280.0,-1.3864623993404157,0.0,0.0,1.0,0.0,100.0,627,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,0.0,47032.07,100.0,0.0,0.0,236764331.31999996,16874683.62,0.0,0.0,29.0,608.0,6.0,230022757.98999998,0.0,0.0,0.0,0.0,1.0,100847.83,0.0,800.11,3.0,0.0,120893915.28800002,244038.68,0.0,13623.0,-0.3967765512414645,0.0,0.0,3.0,100.0,0.0,738,30.0,1.0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2871,0.0,0.0,100.0,0.0,0.0,418787756.01000005,5292073.65,0.0,8000000.0,24.0,884.0,6.0,92202864.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1077216.0239999997,262666181.73000002,0.0,1272.0,-1.4272978941255767,0.0,0.0,0.0,0.0,0.0,8,30.0,1.0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2219,0.0,5726289.41,100.0,0.0,5.0,27927355.15,0.0,0.0,0.0,24.0,738.0,6.0,571722.8400000001,0.0,0.0,1188.0,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,22218.143,12926443.4,0.0,420.0,1.7207940856409154,0.0,100.0,0.0,0.0,0.0,815,29.0,61.0,29.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023,0.0,12461.1,100.0,0.0,0.0,2544487.38,300000.0,0.0,2250000.0,22.0,815.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,911.0,-1.437846633751689,0.0,0.0,0.0,0.0,0.0,423,30.0,1.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,0.0,6866362.7,100.0,0.0,5.0,26936569.639999993,0.0,0.0,0.0,24.0,797.0,6.0,469843.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22218.143,13381237.059999999,0.0,585.0,-0.7911893275870407,0.0,0.0,0.0,0.0,0.0,876,30.0,122.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
488,0.0,12570777.87,78.0,22.0,0.0,36054993.54,0.0,0.0,7972827.7,24.0,803.0,6.0,399264.08999999997,0.0,0.0,848.0,848.0,0.0,0.0,0.0,0.0,0.0,0.0,30846.513,17242156.22,0.0,353.0,-1.3028216530927135,0.0,100.0,0.0,0.0,0.0,999,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2613,0.0,3057445.4,100.0,0.0,3.0,15365201.74,0.0,0.0,3071719.0,23.0,607.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,111137.18,6137.18,0.0,1.0,94289.83300000001,14280359.629999999,5.0,280.0,-1.5518209243496823,0.0,0.0,1.0,0.0,100.0,596,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2292,0.0,48675.1,100.0,0.0,1.0,4679110.78,0.0,0.0,2093835.19,14.0,395.0,6.0,0.0,0.0,0.0,2745.0,0.0,0.0,0.0,620.77,0.0,0.0,0.0,0.0,4528854.16,6.0,43.0,0.43795945644908985,100.0,0.0,0.0,0.0,0.0,852,31.0,1.0,31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1452,0.0,0.1,100.0,0.0,0.0,0.0,8583228.72,0.0,0.0,56.0,864.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40305009.109,4308095.35,12.0,342.0,-1.761943498294788,0.0,0.0,0.0,0.0,0.0,63,31.0,1.0,31.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2777,0.0,308200.04,100.0,0.0,3.0,7868026.83,152820.0,0.0,0.0,15.0,376.0,6.0,0.0,0.0,0.0,0.0,0.0,22.0,78972.12000000001,7087.08,78972.12000000001,22.0,0.0,82233.96699999999,11877915.959999999,0.0,280.0,-0.8037645648129428,0.0,0.0,22.0,100.0,0.0,320,30.0,1.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1349,0.0,1957702.26,18.0,82.0,3.0,13030755.610000001,0.0,0.0,0.0,23.0,691.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105000.0,0.0,0.0,1.0,18599.124,11286240.66,0.0,309.0,-1.0788644731467438,0.0,0.0,1.0,0.0,100.0,261,31.0,154.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2341,0.0,397675.77,100.0,0.0,5.0,5809821.15,8897711.21,0.0,0.0,8.0,506.0,6.0,0.0,1051.0,239.0,0.0,1290.0,0.0,0.0,0.0,0.0,0.0,0.0,3243480.6429999997,43162.52,0.0,15.0,-1.0415089237425608,0.0,100.0,0.0,0.0,0.0,356,30.0,92.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2547,0.0,0.0,100.0,0.0,0.0,24562.0,2724114.0,0.0,24070.76,8.0,662.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-1.371900826446281,0.0,0.0,0.0,0.0,0.0,16,31.0,1.0,31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2428,0.0,3620557.49,0.0,98.0,39.0,921076.62,0.0,0.0,0.0,10.0,357.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,33300.0,284272.44,37505.0,1.0,17.0,68144.0,0.0,0.0,6.0,1.6362962962962984,0.0,0.0,18.0,0.0,100.0,433,31.0,62.0,31.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2895,0.0,32801.34,0.0,100.0,0.0,1529.8,0.0,0.0,0.0,15.0,656.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549093.054,77394963.09,0.0,953.0,0.12081523902345026,0.0,0.0,0.0,0.0,0.0,186,31.0,-3.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1287,0.0,161700.1,99.0,0.0,0.0,9.11,0.0,0.0,0.0,4.0,599.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,-0.7555214537476069,0.0,0.0,0.0,0.0,0.0,181,30.0,-3.0,30.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1030,0.0,4799529.0,100.0,0.0,1.0,26593973.979999997,0.0,0.0,0.0,24.0,699.0,6.0,526941.6799999999,0.0,0.0,1188.0,1188.0,0.0,0.0,0.0,0.0,0.0,0.0,85077.015,10575145.0,0.0,420.0,1.3893247945967486,0.0,100.0,0.0,0.0,0.0,724,30.0,92.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2045,0.0,31421.12,72.0,28.0,0.0,274264293.28999996,0.0,0.0,0.0,7.0,690.0,6.0,0.0,0.0,0.0,1886.0,1886.0,0.0,0.0,0.0,0.0,0.0,0.0,432968.44,0.0,0.0,679.0,-0.45319988484140294,0.0,100.0,0.0,0.0,0.0,616,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
474,0.0,58433.54,100.0,0.0,0.0,71740000.0,0.0,0.0,10000000.0,9.0,643.0,6.0,0.0,0.0,61.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,937066.24,11211533.538,5.0,594.0,-1.0749794281920517,0.0,100.0,0.0,0.0,0.0,161,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
317,0.0,0.0,0.0,100.0,0.0,84125777.89999999,2174366.42,0.0,8000000.0,58.0,806.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1547.0,0.16407887649357056,0.0,0.0,0.0,0.0,0.0,390,28.0,1.0,28.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2312,0.0,1218013.29,100.0,0.0,0.0,13115033.33,0.0,0.0,0.0,23.0,702.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105000.0,0.0,0.0,0.0,25169.514000000003,10944566.579999998,0.0,213.0,-1.1426373933735618,0.0,0.0,0.0,0.0,0.0,351,30.0,1.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,0.0,10765.06,100.0,0.0,1.0,278021781.92,5760830.4,0.0,10000000.0,68.0,762.0,6.0,6511000.0600000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17037809.033,36036848.643,12.0,1113.0,3.992852369584491,0.0,0.0,0.0,0.0,0.0,254,31.0,32.0,31.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2568,0.0,384014.99,100.0,0.0,14.0,76369665.33000001,3141794.91,0.0,6642614.7,18.0,316.0,6.0,1201151.9100000001,0.0,0.0,0.0,0.0,10.0,21669.0,976691.66,71325.58,1.0,25.0,32526.25,6160859.08,20.0,425.0,-1.390944418019168,0.0,0.0,26.0,0.0,100.0,186,30.0,1.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,0.0,689753.94,100.0,0.0,14.0,76369665.33000001,3141794.91,0.0,6642614.7,18.0,316.0,6.0,1201151.9100000001,0.0,0.0,0.0,0.0,10.0,21669.0,976691.66,71325.58,1.0,25.0,32526.25,6160859.08,20.0,425.0,-1.390944418019168,0.0,0.0,26.0,0.0,100.0,186,30.0,1.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,0.0,2307050.1,100.0,0.0,3.0,14355017.670000002,0.0,0.0,3071719.0,23.0,624.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111137.18,0.0,0.0,1.0,108776.83300000001,14193530.629999999,15.0,280.0,-0.8129990626999999,0.0,0.0,1.0,0.0,100.0,716,30.0,90.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,765000.0,10569274.17,78.0,22.0,0.0,32533706.43,0.0,0.0,7972827.7,24.0,796.0,6.0,176553.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27599.541999999998,17728602.41,7.0,325.0,-1.543856499327159,0.0,0.0,0.0,0.0,0.0,1121,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1958,0.0,12136413.29,78.0,22.0,0.0,36292514.51,0.0,0.0,7972827.7,24.0,778.0,6.0,264695.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27599.541999999998,17559177.12,0.0,343.0,-1.331930147645987,0.0,0.0,0.0,0.0,0.0,1029,30.0,1.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2319,0.0,58725.68,100.0,0.0,0.0,0.0,450699.92,0.0,0.0,6.0,755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558079.3200000001,0.0,11.0,173.0,1.4917355371901255,0.0,0.0,0.0,0.0,0.0,930,31.0,1.0,31.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1246,0.0,6541150.78,100.0,0.0,7.0,11809506.040000001,395427.48,0.0,0.0,11.0,683.0,6.0,277878.62,359.0,0.0,0.0,359.0,0.0,0.0,604199.98,0.0,0.0,0.0,6277092.466,2507656.69,0.0,8.0,-0.6734693877551008,0.0,100.0,0.0,0.0,0.0,444,30.0,62.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,0.0,156416.31,100.0,0.0,26.0,83662510.53999999,76194367.66,2427616.87,8000000.0,15.0,266.0,6.0,7025727.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12139.33,0.0,1.0,657.0,-1.410358201123952,0.0,0.0,0.0,0.0,0.0,265,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,0.0,5385145.05,100.0,0.0,7.0,12060661.41,402214.93,0.0,0.0,11.0,738.0,6.0,307031.69,688.0,0.0,0.0,688.0,0.0,0.0,604199.98,0.0,0.0,0.0,6599643.086000001,2168206.19,0.0,8.0,-0.5808675667911563,0.0,100.0,0.0,0.0,0.0,414,31.0,32.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,0.0,1037555.71,100.0,0.0,0.0,246113.0,0.0,0.0,233807.35,8.0,693.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,0.28164561342313954,0.0,0.0,0.0,0.0,0.0,803,31.0,1.0,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2109,0.0,41806.08,100.0,0.0,1.0,301116488.2300001,8455934.46,0.0,10000000.0,68.0,587.0,6.0,6640173.529999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14828329.756,36772859.14299999,10.0,1113.0,4.6151302732464865,0.0,0.0,0.0,0.0,0.0,223,28.0,1.0,28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12461.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,611.0,-3.0,611.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
462,0.0,0.0,100.0,0.0,0.0,167008107.05,3757389.59,0.0,0.0,7.0,793.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21559.0,0.0,0.0,0.0,16445.0,0.0,3.0,151.0,3.8892940585271587,0.0,0.0,0.0,0.0,0.0,4,31.0,1.0,31.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
830,0.0,5974753.64,100.0,0.0,7.0,18216874.24,401629.8,0.0,0.0,11.0,592.0,6.0,282237.19,489.0,398.0,0.0,887.0,0.0,0.0,604199.98,0.0,0.0,0.0,6986583.444,2616523.5800000005,0.0,8.0,-0.5190311418685121,0.0,100.0,0.0,0.0,0.0,475,31.0,93.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,0.0,173215.44,100.0,0.0,0.0,1013265.18,0.0,0.0,689792.06,9.0,707.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0,-0.7372045097965318,0.0,0.0,0.0,0.0,0.0,340,31.0,1.0,31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
302,0.0,6083200.43,100.0,0.0,5.0,26936569.639999993,0.0,0.0,0.0,24.0,797.0,6.0,469843.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22218.143,13381237.059999999,0.0,585.0,-0.7911893275870407,0.0,0.0,0.0,0.0,0.0,876,30.0,122.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
838,0.0,23989.17,100.0,0.0,1.0,4913314.779999999,0.0,0.0,2407141.8,10.0,692.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,5374.08,18717.01,2971.7,0.0,2.0,0.0,0.0,1.0,97.0,2.176103681152612,0.0,0.0,2.0,0.0,100.0,5,31.0,62.0,31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2062,0.0,13664.8,100.0,0.0,0.0,71740000.0,0.0,0.0,10000000.0,9.0,736.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133190.7389999998,7762800.890000001,15.0,606.0,-0.929017402400691,0.0,0.0,0.0,0.0,0.0,283,30.0,1.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2338,0.0,1164001.88,100.0,0.0,16.0,21508573.68,373728.3,0.0,0.0,22.0,654.0,6.0,1507135.15,0.0,0.0,1970.0,1970.0,0.0,0.0,0.0,0.0,0.0,0.0,286038.61,35601.6,0.0,0.0,3.973489152454791,0.0,100.0,0.0,0.0,0.0,37,30.0,154.0,30.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1721,0.0,3559542.38,100.0,0.0,7.0,11431610.38,376221.9,0.0,0.0,22.0,661.0,6.0,626615.23,0.0,0.0,1970.0,1970.0,0.0,0.0,0.0,0.0,0.0,0.0,389764.7,35601.6,8.0,0.0,1.5873151088913326,0.0,100.0,0.0,0.0,0.0,129,31.0,62.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
211,0.0,3589742.6,100.0,0.0,9.0,8606474.39,364900.0,0.0,0.0,22.0,584.0,6.0,609655.15,0.0,0.0,1970.0,1970.0,0.0,0.0,0.0,0.0,0.0,0.0,290866.26999999996,35601.6,11.0,0.0,1.0881322668240285,0.0,100.0,0.0,0.0,0.0,188,28.0,1.0,28.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2793,0.0,2168476.2,100.0,0.0,0.0,15705648.92,0.0,0.0,3071719.0,23.0,730.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,111137.18,6137.18,0.0,1.0,97518.13399999999,14168940.06,1.0,268.0,-1.1241724983988453,0.0,0.0,1.0,0.0,100.0,535,31.0,1.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,0.0,10018288.73,100.0,0.0,6.0,26858436.490000002,420938.93,0.0,9000000.0,11.0,805.0,6.0,269662.85,0.0,0.0,0.0,0.0,0.0,0.0,604199.98,0.0,0.0,0.0,19852663.824,2616523.5800000005,0.0,19.0,-0.6436167652672036,0.0,0.0,0.0,0.0,0.0,597,30.0,123.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,0.0,188365.07,100.0,0.0,0.0,225868513.58,17696843.1,0.0,0.0,29.0,845.0,6.0,225785857.74,0.0,0.0,1085.0,0.0,0.0,100847.83,0.0,0.0,0.0,0.0,84390305.95199999,174619.04,24.0,11579.0,-0.6746792413327785,100.0,0.0,0.0,0.0,0.0,1255,30.0,1.0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,134202.93,3814789.32,0.0,98.0,39.0,921076.62,0.0,0.0,0.0,10.0,357.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,33300.0,284272.44,37505.0,1.0,17.0,68144.0,0.0,0.0,6.0,1.6362962962962984,0.0,0.0,18.0,0.0,100.0,433,31.0,62.0,31.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1904,0.0,0.1,100.0,0.0,0.0,226629985.44,19101221.86,0.0,0.0,23.0,770.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27189285.937000003,0.01,6.0,641.0,3.1607363009727427,0.0,0.0,0.0,0.0,0.0,419,31.0,1.0,31.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
